STT;SACH;BAI;CHUDE;MUCDO;CAUHOI;CAUTRALOI;DAPAN;MA_YCCD;NOIDUNG_YCCD
1381;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Các đại lượng lôgic có thể nhận các giá trị nào sau đây?; Đúng hoặc Sai~ Lớn hơn hoặc nhỏ hơn.~ Bằng nhau.~ Không thể nhận giá trị nào.;A. Đúng hoặc Sai;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1382;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Trong ngôn ngữ lập trình, các biến hay hàm có thể mang giá trị lôgic hay không?; Không~ Có~ Vừa có vừa không.~ Không thể mang giá trị lôgic.;B. Có;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1383;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Phép hội, hay còn gọi là phép nhân lôgic được kí hiệu bởi từ tiếng anh nào?; OR.~ AND.~ NOT.~ MORE.;B. AND.;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1384;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Phép tuyển (phép cộng lôgic) của 2 mệnh đề đúng cho ra kết quả là gì?; Sai~ Không có giá trị.~  Sai hoặc Đúng.~ Đúng.;D. Đúng.;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1385;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Trong một biểu thức lôgic, phép nào được thực hiện trước tiên?; Phép tuyển.~ Phép hợp.~ Các phép toán trong dấu ngoặc.~ Đồng thời tất cả.;C. Các phép toán trong dấu ngoặc.;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1386;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Các giá trị lôgic “Đúng” và “Sai” được thể hiện lần lượt trong đại số lôgic bởi số nào?; 1 và 0.~ 0 và 1.~ 2 và 1.~ -1 và 1.;A. 1 và 0.;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1387;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Cần ít nhất bao nhiêu bit để biểu diễn dữ liệu lôgic?; 0~ 2~ 3~ 1;D. 1;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1388;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Kết quả của phép hội mệnh đề p và mệnh đề phủ định của p là gì?; 1~ 0~ Không có kết quả~ 1 hoặc 0;B. 0;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1389;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Trong ngôn ngữ lập trình Python, giá trị đúng thể hiện bởi:; Bất kì số nào khác 0~ Đ~ Đúng~ 0;A. Bất kì số nào khác 0;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1390;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Để biểu diễn dữ liệu lôgic, có ngôn ngữ lập trình dùng 2 kí tự nào sau đây?; T và F.~ Đ và S.~ D và S.~ Không sử dụng kí tự nào.;A. T và F.;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1391;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Tìm mệnh đề sai trong các mệnh đề sau:; 9 là số chính phương.~ 23 là số nguyên tố.~ 10 là số nguyên tố và là số tự nhiên nhỏ nhất có 2 chữ số~ 0 là số tự nhiên nhỏ nhất có 1 chữ số.;C. 10 là số nguyên tố và là số tự nhiên nhỏ nhất có 2 chữ số;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1392;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Nhận biết;Cho mệnh đề “9 là số nguyên tố”, tìm mệnh đề phủ định của mệnh đề trên?; “5 là số nguyên tố”.~ “9 không phải là số tự nhiên”.~ “0 là số tự nhiên”.~ “9 là không là số nguyên tố”;D. “9 là không là số nguyên tố”;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1393;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Tìm mệnh đề hội của 2 mệnh đề: “Nam chăm chỉ” và “Nam học rất giỏi”?; Nam học rất giỏi hoặc Nam chăm chỉ.~ Nam chăm chỉ và Nam học rất giỏi.~ Nam không chăm chỉ và Nam học rất giỏi.~ Nam chăm chỉ nhưng Nam không học giỏi.;B. Nam chăm chỉ và Nam học rất giỏi.;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1394;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Mệnh đề dưới đây, mệnh đề nào đúng?; 0 không là số nguyên tố, cũng không là hợp số.~ 3,2 là số vô tỉ.~ 5 là hợp số.~ 9 là số nguyên tố.;A. 0 không là số nguyên tố, cũng không là hợp số.;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1395;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Trong ngôn ngữ lập trình, các biến hay hàm có thể mang giá trị lôgic hay không?; Không.~ Vừa có vừa không.~ Có.~ Không thể mang giá trị lôgic.;C. Có.;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1396;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Phép toán p AND q chỉ đúng khi nào?; Khi cả p và q đều đúng~ Khi ít nhất một trong p hoặc q đúng~ Khi p và q có giá trị khác nhau~ Cho giá trị đúng nếu p sai và cho giá trị sai nếu p đúng;A. Khi cả p và q đều đúng;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1397;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Cho a, b là hai số tự nhiên. Mệnh đề nào sai?; Nếu a, b là hai số lẻ thì ab lẻ~ Nếu a chẵn và b lẻ thì ab lẻ~ Nếu a và b lẻ thì a + b chẵn~ Nếu a2 lẻ thì a lẻ;B. Nếu a chẵn và b lẻ thì ab lẻ;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1398;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Các đại lượng lôgic có thể nhận các giá trị nào sau đây?; Lớn hơn hoặc nhỏ hơn.~ Đúng hoặc Sai~ Bằng nhau.~ Không thể nhận giá trị nào.;B. Đúng hoặc Sai;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1399;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Phép tính nào cho giá trị đúng khi p và q có giá trị khác nhau?; p AND q~ p OR q~ NOT p~ p XOR q;D. p XOR q;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1400;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Cần bao nhiêu bít để biểu diễn dữ liệu lôgic?; 8~ 2~ 1~ 3;C. 1;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1401;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Trong các mệnh đề sau, mệnh đề nào sau đây có mệnh đề đảo sai?; Hai tam giác bằng nhau thì có diện tích bằng nhau~ Tứ giác là hình bình hành thì có hai cặp cạnh đối bằng nhau~ Tam giác đều thì có ba góc có số đo bằng 60°~ Một tứ giác có bốn góc vuông thì tứ giác đó là hình chữ nhật;A. Hai tam giác bằng nhau thì có diện tích bằng nhau;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1402;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Trong các câu sau, có bao nhiêu câu là mệnh đề?;(I) Hãy mở cửa ra!~(II) Số 20 chia hết cho 8~(III) Số 17 là một số nguyên tố.~(IV) Bạn có thích ăn phở không?~ 1~ 4~ 3~ 2;D. 2;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1403;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Trong các mệnh đề sau, mệnh đề nào sai?; Một tam giác là tam giác vuông khi và chỉ khi nó có một góc bằng tổng hai góc còn lại~ Hai tam giác bằng nhau khi và chỉ khi chúng đồng dạng và có một cạnh bằng nhau~ Một tam giác là tam giác đều khi và chủ khi nó có hai đường trung tuyến bằng nhau và có một góc bằng 60°~ Một tứ giác là hình chữ nhật khi và chỉ khi nó có 3 góc vuông;B. Hai tam giác bằng nhau khi và chỉ khi chúng đồng dạng và có một cạnh bằng nhau;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1404;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;"Cho mệnh đề: ""Với mọi số nguyên n không chia hết cho 3, n2 - 1 chia hết cho 3"". Mệnh đề phủ định của mệnh đề trên là mệnh đề nào dưới đây?";" ""Tồn tại số nguyên n không chia hết cho 3, n2 - 1 không chia hết cho 3""~ ""Tồn tại số nguyên n chia hết cho 3, n2 - 1 chia hết cho 3""~ ""Tồn tại số nguyên n không chia hết cho 3, n2 - 1 chia hết cho 3""~ ""Tồn tại số nguyên n chia hết cho 3, n2 - 1 không chia hết cho 3""";"A. ""Tồn tại số nguyên n không chia hết cho 3, n2 - 1 không chia hết cho 3""";A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1405;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Ví dụ nào sau đây là ví dụ về 2 trạng thái đối lập đều có thể quy về đại lượng logic; Nam/ Nữ~ Ảnh màu/ ảnh đen trắng~ Đèn bật/ tắt~ Tất cả các đáp án trên;D. Tất cả các đáp án trên;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1406;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Cho biểu thức lôgic (NOT X) AND (NOT y) như bảng sau. Em hãy cho biết kết quả nào sai?; A~ B~ C~ D;C. C;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1407;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Thông hiểu;Đâu là thông tin có hai giá trị đối lập, có thể quy về kiểu lôgic?; Đáp án đúng/ Đáp án sai~ Có mùi/ Không mùi~ Trời sáng/ Trời tối~ Tất cả các đáp án trên;D. Tất cả các đáp án trên;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1408;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Vận dụng;Phép tính p OR q là phép toán logic như thế nào?; Chỉ đúng khi cả p và q đều đúng~ Đúng khi ít nhất một trong p hoặc q đúng~ Cho giá trị đúng nếu p sai và cho giá trị sai nếu p đúng~ Chỉ đúng khi p và q có giá trị khác nhau;B. Đúng khi ít nhất một trong p hoặc q đúng;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
1409;Kết nối tri thức;Dữ liệu lôgic;CHỦ ĐỀ A. MÁY TÍNH VÀ XÃ HỘI TRI THỨC;Vận dụng;Em hãy tính giá trị của biểu thức lôgic (NOT x) OR (NOT y) với giá trị của x và y lần lượt là 0 và 0; 1~ 0~ 11~ 00;A. 1;A8~A9;Thực hiện được các phép tính cơ bản AND, OR, NOT, giải thích được ứng dụng của hệ nhị phân trong tin học. Giải thích được sơ lược việc số hoá văn bản, hình ảnh, âm thanh
