STT;SACH;BAI;CHUDE;MUCDO;CAUHOI;CAUTRALOI;DAPAN;MA_YCCD;NOIDUNG_YCCD
443;Kết nối tri thức;Biến và lệnh gán;F;Nhận biết;Biểu thức a/(a+1)*(x-1) khi chuyển sang dạng toán học có dạng ;aa+1*(x-1).~aa+1(x-1).~aa+1x(x-1).~ax-1(a+1).;aa+1*(x-1).;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
444;Kết nối tri thức;Biến và lệnh gán;F;Thông hiểu;Trong ngôn ngữ Python, tên nào sau đây đặt sai theo quy tắc? ;11tinho~tinhoc11.~tin_ho~_11.;11tinho;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
445;Kết nối tri thức;Biến và lệnh gán;F;Thông hiểu;Để gán giá trị cho một biến số ta thực hiện như thế nào? ;<giá trị> :=~A = <giá trị>.~<giá trị> =~A := <giá trị>.;A = <giá trị>.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
446;Kết nối tri thức;Biến và lệnh gán;F;Nhận biết;Để khai báo biến z kiểu logic ta viết như thế nào? ;x=fasle.~z=true.~x:=bool.~z=True.;z=True.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
447;Kết nối tri thức;Biến và lệnh gán;F;Nhận biết;Trong ngôn ngữ Python, tên nào sau đây là từ khoá? ;program, sqr.~uses, var.~include, const.~if, else.;if, else.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
448;Kết nối tri thức;Biến và lệnh gán;F;Thông hiểu;Trong phép toán số học với số nguyên, phép toán lấy phần dư trong Python là gì? ;%.~mo~//.~div.;%.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
449;Kết nối tri thức;Biến và lệnh gán;F;Thông hiểu;Để tính diện tích đường tròn bán kính R, với pi = 3,14, biểu thức nào sau đây trong Python là đúng? ;S:=R*R*pi.~S=R*R*pi.~S:=2(R)*pi.~S:=R$^{2}$*pi.;S=R*R*pi.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
450;Kết nối tri thức;Biến và lệnh gán;F;Nhận biết;Lệnh gán giá trị cho biến b nguyên nào sau đây là đúng? ;b = 10.~B = 10.~b == 10.~b = ‘10’.;b = 10.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
451;Kết nối tri thức;Biến và lệnh gán;F;Thông hiểu;Đâu là khai báo biến x kiểu thực đúng? ;x=5.~x =0.2.~x:5.~x==5.;x =0.2.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
452;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Nhận biết;"Kết quả của dòng lệnh sau 
>>> x, y, z = 10, “10”, 10 
>>> type(z) ";int.~float.~double.~str.;int.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
453;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Thông hiểu;"Kết quả của câu lệnh sau là gì? 
>>str(3+4//3) ";“3+4//3”.~“4”.~4.~‘4’.;‘4’.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
454;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Nhận biết;Để đưa ra màn hình số 3,4 mỗi số trên 1 dòng ta dùng lệnh gì? ;print(‘3,4’).~print(‘3’,end=’’)   print(‘4’).~print(‘3’) print(‘4’).~print(‘3’)    (‘4’).;print(‘3’) print(‘4’).;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
455;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Nhận biết;Câu lệnh nào dùng để đưa dữ liệu từ bàn phím vào? ;print().~input().~nhap().~enter().;input().;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
456;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Thông hiểu;"Câu lệnh sau bị lỗi không?
 >>int(10.5) ";Không có lỗi.~Câu lệnh có lỗi.~Không xác định.~Cả 3 phương trên đều sai.;Câu lệnh có lỗi.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
457;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Thông hiểu;"Kết quả của dòng lệnh sau 
>>x=6.7 
>>type(x) ";int.~float.~string.~double.;float.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
458;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Nhận biết;Để nhập giá trị số thực cho biến x bạn An viết câu lệnh như sau >>x = input(“Nhập số thực x: ”) Câu lệnh trên đúng theo yêu cầu đặt ra chưa? ;Chương trình chạy đúng.~Chương trình báo lỗi không chạy.~Không xác định được lỗi.~Chương trình vẫn chạy nhưng không đúng yêu cầu đặt r;Chương trình vẫn chạy nhưng không đúng yêu cầu đặt r;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
459;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Nhận biết;Phát biểu nào sau đây là sai? ;Lệnh input() có chức năng nhập dữ liệu từ thiết bị chuẩn vào bàn phím.~Bàn phím là thiết bị chuẩn duy nhất.~Nội dung nhập có thể là số.~Kết quả của lệnh input() là một xâu kí tự.;Lệnh input() có chức năng nhập dữ liệu từ thiết bị chuẩn vào bàn phím.;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
460;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Vận dụng;Để nhập vào 2 số thực a,b mỗi số trên 1 dòng trong Python ta dùng lệnh nào dưới đây? ;a=int(input()) b=int(input()).~a=float(input()) b=float(input()).~a,b=map(int,input().split()).~a,b=map(float,input().split()).;a=float(input()) b=float(input()).;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
461;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Thông hiểu;Để đưa ra màn hình dòng chữ “xin chào” trong Python ta dùng lệnh gì? ;print(xin chao).~print(‘xin chao’).~input (xin chao).~input(‘xin chao’).;print(‘xin chao’).;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
462;Kết nối tri thức;Các lệnh vào ra đơn giản;F;Thông hiểu;Lệnh nào dùng để nhận biết kiểu dữ liệu của biến trong python? ;type().~int().~size().~abs().;type().;F1;Viết và thực hiện được một vài chương trình có sử dụng: hằng, biến, các cấu trúc điều khiển, các toán tử, các kiểu dữ liệu chuẩn, mảng và các câu lệnh vào-ra. Qua đó phát triển được năng lực giải quyết vấn đề và sáng tạo, rèn luyện được phẩm chất chăm chỉ, kiên trì và cẩn thận trong học và tự học.~~~~~~
